host_since,first_review,neighbourhood_cleansed
2018-10-19,2021-02-15,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-01-16,,ΛΥΚΑΒΗΤΤΟΣ
2018-05-03,,ΝΙΡΒΑΝΑ
2018-05-03,,ΝΙΡΒΑΝΑ
2016-04-04,2019-11-27,ΝΕΟΣ ΚΟΣΜΟΣ
2017-11-22,2020-02-07,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-08-17,2019-10-29,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-08-29,2020-01-30,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-09-05,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-09-05,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-09-05,2019-12-01,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-09-05,2019-12-19,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-10-25,2019-10-31,ΠΕΔΙΟ ΑΡΕΩΣ
2018-10-08,2019-11-09,ΠΑΤΗΣΙΑ
2015-04-01,2019-11-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-09-12,2019-11-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-10-25,2020-01-01,ΠΕΤΡΑΛΩΝΑ
2013-08-23,2019-11-10,ΚΕΡΑΜΕΙΚΟΣ
2013-08-23,2019-11-04,ΘΗΣΕΙΟ
2016-08-28,2019-10-31,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-09-23,,ΙΛΙΣΙΑ
2018-09-23,2020-01-30,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-06-25,2019-11-03,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-10-13,,ΚΥΨΕΛΗ
2019-10-26,2019-11-17,ΖΑΠΠΕΙΟ
2015-11-10,2019-11-29,ΚΟΛΩΝΑΚΙ
2013-01-18,2019-11-24,ΝΕΟΣ ΚΟΣΜΟΣ
2016-03-12,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-10-28,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-03-12,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-07-19,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-07-19,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-10-13,,ΚΥΨΕΛΗ
2019-08-28,2020-02-16,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-08-28,2020-01-08,ΖΑΠΠΕΙΟ
2019-08-28,2019-11-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-08-28,2019-11-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-28,2019-11-18,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-08,2019-11-11,ΠΑΓΚΡΑΤΙ
2017-05-07,2019-12-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-05-07,2020-01-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-03-24,2019-11-21,ΠΕΤΡΑΛΩΝΑ
2015-03-24,2019-11-15,ΠΑΤΗΣΙΑ
2019-09-03,2019-11-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-06-27,2020-01-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-05-07,2019-12-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-01,2019-12-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-09-07,2019-11-11,ΓΚΑΖΙ
2015-03-24,2020-06-25,ΝΙΡΒΑΝΑ
2019-02-10,2019-11-13,ΑΝΩ ΠΑΤΗΣΙΑ
2019-10-28,2019-11-18,ΚΟΛΩΝΟΣ
2020-04-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-09-03,2019-11-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-09-03,2019-11-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-09-03,2019-11-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-10-30,2020-02-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-05-16,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-10-23,2019-12-27,ΙΛΙΣΙΑ
2015-05-16,2019-12-09,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-04-25,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-10-31,2020-06-14,ΝΕΟΣ ΚΟΣΜΟΣ
2017-09-06,2020-02-11,ΝΕΟΣ ΚΟΣΜΟΣ
2020-04-04,2019-11-10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-04-04,2019-11-12,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-12-06,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ
2020-04-04,2019-11-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-05-03,2019-12-07,ΚΟΛΩΝΑΚΙ
2020-04-04,2020-02-23,ΘΗΣΕΙΟ
2017-11-15,,ΑΜΠΕΛΟΚΗΠΟΙ
2019-02-27,2019-12-19,ΖΑΠΠΕΙΟ
2019-11-02,2019-11-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-02,,ΑΜΠΕΛΟΚΗΠΟΙ
2019-04-18,2019-12-21,ΑΜΠΕΛΟΚΗΠΟΙ
2015-04-21,2020-03-08,ΠΑΓΚΡΑΤΙ
2018-11-11,2020-01-14,ΣΤΑΔΙΟ
2014-06-11,,ΝΕΑ ΚΥΨΕΛΗ
2015-04-21,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2012-04-07,2020-09-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-10-19,2020-01-06,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2016-02-27,2020-08-18,ΛΥΚΑΒΗΤΤΟΣ
2017-12-27,2020-10-10,ΚΕΡΑΜΕΙΚΟΣ
2018-05-03,2019-12-30,ΝΙΡΒΑΝΑ
2012-02-29,,ΠΕΔΙΟ ΑΡΕΩΣ
2017-01-27,2020-09-14,ΠΑΓΚΡΑΤΙ
2017-08-08,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-09-10,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-04,,ΣΤΑΔΙΟ
2019-11-05,,ΣΤΑΔΙΟ
2014-08-03,2020-01-25,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2018-09-27,2020-01-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-05,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-05,2019-11-15,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-11-01,2020-03-22,ΠΑΓΚΡΑΤΙ
2018-03-01,2019-11-10,ΚΟΛΩΝΟΣ
2015-03-30,2019-12-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-12-03,2019-11-14,ΓΚΑΖΙ
2013-04-25,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2011-06-27,2019-12-21,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2013-04-25,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2013-04-25,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-11-15,,ΑΜΠΕΛΟΚΗΠΟΙ
2017-11-15,,ΑΜΠΕΛΟΚΗΠΟΙ
2020-04-04,2020-12-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2020-04-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-06,2019-11-10,ΝΕΟΣ ΚΟΣΜΟΣ
2019-11-06,,ΑΝΩ ΚΥΨΕΛΗ
2016-01-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-09,2019-12-03,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2020-04-04,2019-12-09,ΑΚΡΟΠΟΛΗ
2019-04-09,2019-11-18,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2020-04-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-09,2019-11-27,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-11-07,2020-01-12,ΠΟΛΥΓΩΝΟ
2020-04-04,,ΓΟΥΔΙ
2014-06-02,,ΠΑΓΚΡΑΤΙ
2019-11-01,2019-11-19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-11-07,2020-03-13,ΑΜΠΕΛΟΚΗΠΟΙ
2013-06-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-04-21,,ΠΑΓΚΡΑΤΙ
2015-11-18,2020-01-04,ΝΕΟΣ ΚΟΣΜΟΣ
2019-11-08,2019-11-16,ΑΜΠΕΛΟΚΗΠΟΙ
2018-11-19,2019-12-02,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-05-07,2020-01-06,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-11-19,2020-01-06,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-11-19,2019-12-13,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-11-19,2020-01-02,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-02-26,2019-11-13,ΚΕΡΑΜΕΙΚΟΣ
2017-05-07,2019-12-30,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-05,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-05-07,2019-12-09,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-01-01,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ
2019-11-09,2019-11-18,ΕΛΛΗΝΟΡΩΣΩΝ
2019-11-09,2020-01-04,ΝΕΟΣ ΚΟΣΜΟΣ
2018-01-03,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-11-22,2019-12-30,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-02-15,2021-01-03,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-01-01,,ΝΕΑ ΚΥΨΕΛΗ
2017-05-07,2019-12-10,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-05-07,2019-11-25,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-05-07,2019-11-26,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-08-08,2019-11-25,ΠΕΤΡΑΛΩΝΑ
2019-01-20,2020-03-28,ΘΗΣΕΙΟ
2012-01-18,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-13,2019-11-18,ΝΕΟΣ ΚΟΣΜΟΣ
2018-10-08,2019-12-21,ΑΚΡΟΠΟΛΗ
2019-11-13,2019-11-23,ΝΕΟΣ ΚΟΣΜΟΣ
2019-11-06,,ΠΑΤΗΣΙΑ
2018-05-16,,ΠΑΓΚΡΑΤΙ
2019-04-18,2020-07-29,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2017-05-07,2019-12-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-05-07,2019-12-09,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-09-06,2020-03-18,ΠΕΤΡΑΛΩΝΑ
2018-03-10,2019-12-12,ΝΕΟΣ ΚΟΣΜΟΣ
2017-05-07,2019-12-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-07-05,2020-01-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-17,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-02-16,,ΓΟΥΔΙ
2016-08-14,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-01-25,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2018-05-03,2020-12-31,ΑΜΠΕΛΟΚΗΠΟΙ
2018-06-01,2019-12-08,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2019-01-16,2019-11-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-05,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-18,,ΠΑΓΚΡΑΤΙ
2017-08-07,2020-07-27,ΠΕΤΡΑΛΩΝΑ
2019-06-14,2019-11-30,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-07-19,2019-11-23,ΠΑΓΚΡΑΤΙ
2019-02-01,2019-12-08,ΘΗΣΕΙΟ
2019-03-04,2020-10-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-19,2020-01-05,ΚΟΛΩΝΑΚΙ
2019-11-19,2019-12-26,ΠΕΤΡΑΛΩΝΑ
2019-11-19,,ΝΕΟΣ ΚΟΣΜΟΣ
2019-03-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-03-24,2020-02-11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-20,,ΠΑΤΗΣΙΑ
2013-06-10,2020-06-13,ΠΕΤΡΑΛΩΝΑ
2016-07-05,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-07-05,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-01-07,2019-11-24,ΝΕΟΣ ΚΟΣΜΟΣ
2014-03-17,2019-11-24,ΠΟΛΥΓΩΝΟ
2018-06-18,2020-01-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-06-18,2020-01-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-01-07,2019-12-16,ΓΚΑΖΙ
2016-06-01,2019-12-29,ΣΤΑΔΙΟ
2019-08-10,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-09-05,2019-12-04,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-10-07,2019-11-25,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2018-05-16,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-11-15,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-20,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-11-22,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2012-01-09,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-05-07,2019-12-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-05-07,2020-01-07,ΑΚΡΟΠΟΛΗ
2015-09-16,2020-02-22,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-22,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2018-01-07,2020-01-27,ΓΚΑΖΙ
2017-06-17,2020-04-17,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-23,2019-12-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-04,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-08-17,,ΑΚΡΟΠΟΛΗ
2019-11-23,,ΚΥΨΕΛΗ
2017-01-11,,ΑΝΩ ΚΥΨΕΛΗ
2019-11-24,2020-07-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-07-16,,ΘΗΣΕΙΟ
2019-07-19,2019-11-28,ΚΟΛΩΝΑΚΙ
2012-01-09,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-06-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-18,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-23,2019-12-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-23,2019-12-17,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-12-12,2019-12-30,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-01,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-22,2020-07-16,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-02-01,2019-12-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-01-23,2019-12-02,ΠΕΔΙΟ ΑΡΕΩΣ
2019-02-01,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-03-21,2020-05-18,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2019-11-26,,ΑΚΡΟΠΟΛΗ
2015-03-24,2019-12-30,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-09-05,2019-12-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-26,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-09-19,,ΠΑΓΚΡΑΤΙ
2019-11-25,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-26,2019-12-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,2020-11-01,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-26,2020-01-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-11-21,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-11-22,2019-12-11,ΓΟΥΔΙ
2014-04-12,2019-12-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-17,2020-01-13,ΛΥΚΑΒΗΤΤΟΣ
2012-01-09,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-27,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ
2016-03-02,2019-12-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-03-02,2019-12-18,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-04-03,2020-02-20,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-26,2020-01-09,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-02-01,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-17,2020-02-08,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-02-01,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-01,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-11-22,,ΝΕΟΣ ΚΟΣΜΟΣ
2019-11-29,2020-01-23,ΚΕΡΑΜΕΙΚΟΣ
2019-11-29,2020-11-02,ΚΕΡΑΜΕΙΚΟΣ
2019-11-29,2020-12-06,ΚΕΡΑΜΕΙΚΟΣ
2019-02-01,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-29,2021-01-19,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-29,2020-01-05,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-29,2020-01-22,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-29,2020-02-21,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-11-29,2020-02-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-07-14,2019-12-30,ΣΤΑΔΙΟ
2011-03-15,2020-03-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-01,2020-01-09,ΠΑΓΚΡΑΤΙ
2019-12-01,2019-12-05,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-12-01,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2019-11-29,2020-01-20,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-29,2020-02-03,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-11-29,2020-10-04,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-07-14,2019-12-15,ΣΤΑΔΙΟ
2016-07-14,2019-12-08,ΣΤΑΔΙΟ
2016-07-14,,ΣΤΑΔΙΟ
2013-01-10,,ΑΚΡΟΠΟΛΗ
2019-08-18,2020-01-21,ΠΑΓΚΡΑΤΙ
2019-07-07,2020-01-03,ΣΕΠΟΛΙΑ
2016-09-01,2019-12-26,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-10-21,2020-01-22,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-10-21,2020-01-12,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-10-08,2019-12-11,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-04-15,2020-03-05,ΚΥΨΕΛΗ
